countyname,state,countyssa,eligibles,totalenrollees,totalpenetration,numberofplans1,numberofplans2
WAYNE ,PA,HMO PFFS HCPP DEMP PPO DEMO,914480.0,291617.0,31.888832997987926,23.0,3.0
WESTMORELAND ,PA,HCPP HMO DEMP PPO PFFS COST DEMO,1153330.0,2165430.0,187.75458888609504,29.0,8.0
WYOMING ,PA,HMO PFFS HCPP DEMP,318320.0,42056.0,13.211862276954008,8.0,3.0
YORK ,PA,HCPP PFFS COST DEMP PPO HMO PSO,1711400.0,2759009.0,161.21356783919597,43.0,11.0
BRISTOL ,RI,PPO HMO COST,451000.0,101167.0,22.431707317073172,11.0,3.0
KENT ,RI,PPO HMO DEMP HCPP COST DEMO,902220.0,674520.0,74.7622531089978,22.0,4.0
NEWPORT ,RI,PPO HMO,410200.0,148970.0,36.31643100926377,10.0,3.0
PROVIDENCE ,RI,HMO PPO DEMP HCPP,1805320.0,4539524.0,251.45259566171094,44.0,5.0
WASHINGTON ,RI,PPO HMO DEMP HCPP DEMC,862050.0,412734.0,47.87819732034105,21.0,4.0
ABBEVILLE ,SC,PFFS HCPP COST PACE,336000.0,32496.0,9.67142857142857,8.0,1.0
AIKEN ,SC,PFFS HCPP HMO COST PPO PACE DEMC,1218290.0,722651.0,59.31682932635087,29.0,2.0
ALLENDALE ,SC,PFFS HMO,126060.0,5058.0,4.012375059495478,3.0,0.0
ANDERSON ,SC,HCPP PFFS HMO PPO COST DEMP DEMO,966690.0,720061.0,74.48727099690697,23.0,4.0
BAMBERG ,SC,HCPP HMO PFFS,420400.0,27460.0,6.531874405328258,10.0,0.0
BARNWELL ,SC,HCPP HMO PFFS,210250.0,19135.0,9.101070154577883,5.0,0.0
BEAUFORT ,SC,PFFS HCPP HMO PPO COST DEMO,1556220.0,948717.0,60.96291012838802,37.0,2.0
BERKELEY ,SC,PFFS HCPP HMO,841400.0,305420.0,36.29902543380081,20.0,2.0
CALHOUN ,SC,PFFS HCPP HMO PACE,252480.0,11490.0,4.550855513307985,6.0,1.0
CHARLESTON ,SC,PFFS HCPP HMO COST,1220610.0,1428221.0,117.00879068662391,29.0,3.0
CHEROKEE ,SC,PFFS HCPP HMO,336800.0,67992.0,20.187648456057005,8.0,2.0
CHESTER ,SC,PFFS HCPP HMO,168440.0,24188.0,14.360009498931369,4.0,1.0
CHESTERFIELD ,SC,HMO PFFS HCPP,168480.0,28236.0,16.75925925925926,4.0,0.0
CLARENDON ,SC,PFFS HCPP HMO PPO DEMP DEMC,589820.0,83356.0,14.132447187277474,14.0,1.0
COLLETON ,SC,PFFS HCPP PPO HMO,294980.0,46837.0,15.878025628856193,7.0,1.0
DARLINGTON ,SC,PFFS HMO PPO,337200.0,86360.0,25.610913404507713,8.0,1.0
DILLON ,SC,HMO PFFS DEMP,210800.0,25340.0,12.020872865275143,5.0,0.0
DORCHESTER ,SC,PFFS HCPP HMO DEMP DEMC,843400.0,289360.0,34.308750296419255,20.0,1.0
EDGEFIELD ,SC,PFFS HMO PSO,253080.0,16662.0,6.583688952110005,6.0,1.0
FAIRFIELD ,SC,PFFS HCPP,126570.0,11823.0,9.341076084380184,3.0,2.0
FLORENCE ,SC,PFFS HCPP HMO PPO DEMP PSO DEMC,801800.0,419349.0,52.300947867298575,19.0,1.0
GEORGETOWN ,SC,PFFS HCPP HMO DEMP,464310.0,167288.0,36.02937692489932,11.0,1.0
GREENVILLE ,SC,PFFS HCPP HMO DEMP PPO COST DEMO DEMC,1519920.0,2265552.0,149.05731880625297,36.0,2.0
GREENWOOD ,SC,PFFS HCPP HMO,253380.0,75522.0,29.80582524271845,6.0,1.0
HAMPTON ,SC,HCPP PFFS HMO DEMP,295680.0,29155.0,9.860321969696969,7.0,0.0
HORRY ,SC,HCPP PFFS HMO DEMP PPO COST DEMO,2408250.0,2314599.0,96.1112426035503,57.0,4.0
JASPER ,SC,HMO PFFS HCPP,295820.0,18431.0,6.230477993374349,7.0,0.0
KERSHAW ,SC,PFFS HCPP COST HMO PACE PPO,422700.0,97480.0,23.061272770286255,10.0,1.0
LANCASTER ,SC,PFFS HCPP HMO,422800.0,100340.0,23.732261116367077,10.0,1.0
LAURENS ,SC,PFFS HCPP HMO COST DEMP,465190.0,122804.0,26.398675809884132,11.0,2.0
LEE ,SC,PFFS HMO PACE,169200.0,12016.0,7.101654846335697,4.0,0.0
LEXINGTON ,SC,HCPP PFFS PACE HMO COST DEMP PPO DEMO,1226990.0,905989.0,73.83833609075869,29.0,3.0
MARION ,SC,HMO PFFS,423300.0,64310.0,15.192534845263406,10.0,0.0
MARLBORO ,SC,PFFS HMO HCPP,169360.0,20324.0,12.000472366556448,4.0,0.0
MCCORMICK ,SC,PFFS HCPP HMO,211600.0,11915.0,5.630907372400756,5.0,1.0
NEWBERRY ,SC,PFFS HCPP HMO,169400.0,27824.0,16.425029515938608,4.0,1.0
OCONEE ,SC,PFFS HCPP HMO COST,508320.0,179556.0,35.32341831916902,12.0,2.0
ORANGEBURG ,SC,PFFS HCPP HMO COST DEMP,635550.0,244185.0,38.421052631578945,15.0,1.0
PICKENS ,SC,PFFS HMO PPO DEMO,508560.0,227556.0,44.74516281264748,12.0,2.0
RICHLAND ,SC,PFFS PACE HCPP HMO PPO COST DEMO,1610820.0,1615608.0,100.29723991507431,38.0,3.0
SALUDA ,SC,PFFS PACE,127200.0,7836.0,6.160377358490566,3.0,2.0
SPARTANBURG ,SC,PFFS HCPP HMO PPO,848200.0,919500.0,108.40603631219052,20.0,2.0
SUMTER ,SC,PFFS HCPP HMO COST,466620.0,174691.0,37.43752946723244,11.0,1.0
UNION ,SC,PFFS HCPP HMO DEMO,339440.0,50592.0,14.904548668395003,8.0,2.0
WILLIAMSBURG ,SC,HCPP HMO PFFS COST DEMP,297080.0,42700.0,14.373232799245994,7.0,0.0
YORK ,SC,HCPP PFFS HMO PPO DEMP COST PACE,1061250.0,652450.0,61.47938751472321,25.0,3.0
AURORA ,SD,PFFS HCPP,86020.0,1186.0,1.378749128109742,2.0,0.0
BEADLE ,SD,PFFS HMO,215100.0,18265.0,8.491399349139934,5.0,1.0
BON HOMME ,SD,PFFS,43040.0,1502.0,3.4897769516728627,1.0,0.0
BROOKINGS ,SD,PFFS HMO,129150.0,10281.0,7.960511033681765,3.0,0.0
BROWN ,SD,HCPP HMO PFFS COST DEMO,301420.0,46571.0,15.450534138411518,7.0,0.0
BUTTE ,SD,HMO PFFS,172360.0,6988.0,4.05430494314226,4.0,0.0
CAMPBELL ,SD,PFFS,43100.0,663.0,1.5382830626450117,1.0,0.0
CLARK ,SD,PFFS HMO,86240.0,1800.0,2.0871985157699444,2.0,1.0
CLAY ,SD,PFFS HMO HCPP,172520.0,6196.0,3.591467655923951,4.0,0.0
CODINGTON ,SD,PFFS HMO COST,258840.0,27420.0,10.593416782568383,6.0,1.0
CUSTER ,SD,HMO PFFS,258960.0,9426.0,3.639944392956441,6.0,0.0
DAVISON ,SD,HMO PFFS,86340.0,7258.0,8.406300671762798,2.0,0.0
DAY ,SD,HMO PFFS COST,259080.0,8622.0,3.327929597035665,6.0,0.0
DEUEL ,SD,PFFS,86380.0,1882.0,2.1787450798796018,2.0,0.0
DOUGLAS ,SD,HMO,43210.0,791.0,1.8305947697292293,1.0,0.0
EDMUNDS ,SD,PFFS,43220.0,944.0,2.184173993521518,1.0,0.0
FALL RIVER ,SD,PFFS HMO HCPP,172920.0,8316.0,4.809160305343512,4.0,0.0
FAULK ,SD,PFFS,43240.0,647.0,1.4962997224791859,1.0,0.0
GRANT ,SD,HMO PFFS DEMO COST,259500.0,9678.0,3.729479768786127,6.0,0.0
GREGORY ,SD,HMO DEMO,86520.0,2456.0,2.8386500231160428,2.0,0.0
HAMLIN ,SD,PFFS,43280.0,1036.0,2.3937153419593344,1.0,1.0
HANSON ,SD,HMO PFFS HCPP,476300.0,9284.0,1.9491916859122402,11.0,0.0
HUTCHINSON ,SD,PFFS,43330.0,1926.0,4.444957304408032,1.0,0.0
HYDE ,SD,PFFS,86680.0,708.0,0.8167974157821873,2.0,0.0
JERAULD ,SD,PFFS,86720.0,1152.0,1.3284132841328413,2.0,0.0
KINGSBURY ,SD,PFFS,43380.0,1497.0,3.450899031811895,1.0,0.0
LAKE ,SD,PFFS HMO,130170.0,6192.0,4.756856418529615,3.0,1.0
LAWRENCE ,SD,HMO PPO PFFS DEMO,390600.0,36783.0,9.41705069124424,9.0,0.0
LINCOLN ,SD,PFFS HMO HCPP,217050.0,10095.0,4.65100207325501,5.0,1.0
LYMAN ,SD,PFFS,43420.0,578.0,1.3311837862736067,1.0,0.0
MARSHALL ,SD,HMO PFFS,86900.0,2000.0,2.3014959723820483,2.0,0.0
MCCOOK ,SD,PFFS,43430.0,1116.0,2.5696523140686165,1.0,0.0
MCPHERSON ,SD,PFFS,43440.0,522.0,1.2016574585635358,1.0,0.0
MEADE ,SD,HMO PFFS,130380.0,10770.0,8.260469397146801,3.0,0.0
MINER ,SD,PFFS,86960.0,1270.0,1.4604415823367065,2.0,0.0
MINNEHAHA ,SD,HMO PFFS COST HCPP DEMO,1087250.0,585525.0,53.85375948493907,25.0,4.0
MOODY ,SD,PFFS DEMO,87000.0,1848.0,2.1241379310344826,2.0,0.0
PENNINGTON ,SD,PFFS HMO HCPP DEMO,1000730.0,334857.0,33.46127327051253,23.0,1.0
POTTER ,SD,PFFS,43530.0,728.0,1.6724098322995637,1.0,0.0
ROBERTS ,SD,PFFS HMO DEMO COST,217700.0,8830.0,4.056040422599908,5.0,1.0
SANBORN ,SD,PPO,43550.0,581.0,1.3340987370838118,1.0,0.0
SHANNON ,SD,PFFS,43560.0,940.0,2.157943067033976,1.0,0.0
SPINK ,SD,COST,43570.0,1705.0,3.9132430571494146,1.0,0.0
SULLY ,SD,PFFS,43590.0,243.0,0.5574673090158293,1.0,0.0
TODD ,SD,COST,43600.0,646.0,1.481651376146789,1.0,0.0
TRIPP ,SD,PFFS,43610.0,1310.0,3.0038981884888787,1.0,0.0
TURNER ,SD,PFFS HMO HCPP,261720.0,10614.0,4.055479138010087,6.0,1.0
UNION ,SD,PFFS,130890.0,6726.0,5.138666055466422,3.0,1.0
WALWORTH ,SD,HMO PFFS,130920.0,2598.0,1.984417965169569,3.0,0.0
YANKTON ,SD,PFFS HMO,174680.0,15108.0,8.648958094801923,4.0,1.0
ANDERSON ,TN,HCPP PFFS HMO COST DEMP,484000.0,158675.0,32.78409090909091,11.0,4.0
BEDFORD ,TN,HMO PFFS HCPP COST DEMP DEMC,440100.0,63550.0,14.439900022722107,10.0,2.0
BENTON ,TN,HCPP HMO PFFS DEMO,264120.0,23592.0,8.932303498409814,6.0,0.0
BLEDSOE ,TN,PFFS HCPP HMO DEMO COST,352240.0,14168.0,4.022257551669316,8.0,1.0
BLOUNT ,TN,PFFS HMO HCPP COST,792720.0,359838.0,45.392824704813805,18.0,3.0
BRADLEY ,TN,PFFS HMO HCPP PSO,616700.0,211624.0,34.3155505107832,14.0,3.0
CAMPBELL ,TN,HCPP HMO PFFS,396540.0,83097.0,20.95551520653654,9.0,3.0
CANNON ,TN,HMO PFFS DEMP,220350.0,11665.0,5.293850692080781,5.0,1.0
CARROLL ,TN,PFFS HCPP HMO,308560.0,47733.0,15.469600725952812,7.0,1.0
CARTER ,TN,PFFS HMO HCPP COST DEMP,484990.0,109439.0,22.565207530052167,11.0,4.0
CHEATHAM ,TN,PFFS DEMP HMO HCPP,352800.0,35424.0,10.040816326530612,8.0,3.0
CHESTER ,TN,PFFS HCPP HMO PPO,308770.0,16352.0,5.295851280888687,7.0,1.0
CLAIBORNE ,TN,HCPP PFFS HMO,397080.0,62523.0,15.745693563009972,9.0,4.0
CLAY ,TN,PFFS HMO,132390.0,3915.0,2.957171991842284,3.0,0.0
COCKE ,TN,PFFS HMO HCPP PPO DEMP,397260.0,63999.0,16.110104213864975,9.0,3.0
COFFEE ,TN,HMO PFFS HCPP DEMP,441500.0,100410.0,22.742921857304644,10.0,2.0
CROCKETT ,TN,HCPP PFFS HMO,220800.0,14135.0,6.401721014492753,5.0,0.0
CUMBERLAND ,TN,HCPP PFFS HMO COST DEMP,971740.0,293744.0,30.228661987774508,22.0,4.0
DAVIDSON ,TN,PFFS HMO DEMP HCPP PPO DEMO COST DEMC,2032280.0,3617118.0,177.98325033952014,46.0,5.0
DECATUR ,TN,HMO HCPP PFFS,265140.0,13806.0,5.207060420909708,6.0,0.0
DEKALB ,TN,PFFS HMO HCPP DEMP,353600.0,27472.0,7.769230769230768,8.0,3.0
DICKSON ,TN,DEMP HMO PFFS HCPP,397890.0,65178.0,16.380909296539244,9.0,3.0
DYER ,TN,PFFS HMO HCPP,265320.0,41364.0,15.590230664857529,6.0,1.0
FAYETTE ,TN,HMO PFFS HCPP,265380.0,24306.0,9.158941894641647,6.0,2.0
FENTRESS ,TN,HCPP HMO PFFS,265440.0,23142.0,8.718354430379748,6.0,0.0
FRANKLIN ,TN,PFFS HMO HCPP DEMP,486750.0,80223.0,16.48135593220339,11.0,2.0
GIBSON ,TN,HCPP PFFS HMO COST,398340.0,92304.0,23.172164482602803,9.0,2.0
GILES ,TN,PFFS HMO DEMP,309890.0,38199.0,12.326632030720578,7.0,2.0
GRAINGER ,TN,HCPP PFFS HMO,398520.0,40545.0,10.173893405600722,9.0,4.0
GREENE ,TN,HCPP PFFS HMO COST PPO,398610.0,125136.0,31.3930909911944,9.0,4.0
GRUNDY ,TN,HCPP PFFS HMO,221500.0,15115.0,6.82392776523702,5.0,3.0
HAMBLEN ,TN,HCPP PFFS HMO DEMP,487410.0,117227.0,24.05100428797111,11.0,5.0
HAMILTON ,TN,PFFS PACE HMO HCPP PPO COST DEMO DEMP,1108000.0,1364725.0,123.17012635379061,25.0,5.0
HANCOCK ,TN,PFFS HMO HCPP,177320.0,4804.0,2.7092262576133543,4.0,3.0
HARDEMAN ,TN,HCPP PFFS HMO,354720.0,39576.0,11.156968876860622,8.0,3.0
HARDIN ,TN,PFFS HCPP HMO,399150.0,46089.0,11.546786922209694,9.0,1.0
HAWKINS ,TN,HCPP PFFS HMO COST,399240.0,95796.0,23.99458972046889,9.0,4.0
HAYWOOD ,TN,PFFS HMO,177480.0,11968.0,6.743295019157087,4.0,0.0
HENDERSON ,TN,HCPP PFFS,133140.0,15489.0,11.633618747183416,3.0,0.0
HENRY ,TN,PFFS HCPP HMO COST,488290.0,78925.0,16.163550349177743,11.0,1.0
HICKMAN ,TN,DEMP HMO PFFS HCPP COST DEMO,355200.0,31528.0,8.876126126126126,8.0,4.0
HOUSTON ,TN,PFFS HCPP HMO,177640.0,6624.0,3.7288898896644898,4.0,1.0
HUMPHREYS ,TN,PFFS HMO HCPP,310940.0,24801.0,7.976136875281405,7.0,1.0
JACKSON ,TN,HMO HCPP PFFS,266580.0,11094.0,4.161602520819266,6.0,0.0
JEFFERSON ,TN,HCPP PFFS HMO DEMP COST,711040.0,167024.0,23.490099009900987,16.0,4.0
JOHNSON ,TN,PFFS HMO HCPP,266700.0,24696.0,9.259842519685039,6.0,3.0
KNOX ,TN,HCPP PFFS HMO PPO DEMP DEMO,1689480.0,2409618.0,142.62483130904184,38.0,5.0
LAKE ,TN,HCPP PFFS,133410.0,3978.0,2.981785473352822,3.0,0.0
LAUDERDALE ,TN,HCPP PFFS HMO PACE,311360.0,32326.0,10.382194244604316,7.0,0.0
LAWRENCE ,TN,PFFS HCPP HMO DEMP,311430.0,61026.0,19.59541469993257,7.0,1.0
LEWIS ,TN,PFFS HMO,267000.0,11454.0,4.289887640449439,6.0,0.0
LINCOLN ,TN,HCPP PFFS HMO,311570.0,42833.0,13.74747247809481,7.0,0.0
LOUDON ,TN,PFFS HMO HCPP DEMP,400680.0,94185.0,23.5062893081761,9.0,3.0
MACON ,TN,HMO PFFS DEMP,222750.0,16420.0,7.371492704826038,5.0,1.0
MADISON ,TN,HCPP PFFS HMO,490160.0,162107.0,33.07226211849192,11.0,3.0
MARION ,TN,HCPP PFFS HMO PPO,534840.0,58092.0,10.861566075835764,12.0,3.0
MARSHALL ,TN,HMO PFFS DEMP,222900.0,22090.0,9.910273665320773,5.0,1.0
MAURY ,TN,DEMP HMO PFFS HCPP DEMO,624260.0,167454.0,26.824400089706213,14.0,3.0
MCMINN ,TN,PFFS HMO HCPP,400770.0,86328.0,21.54053447114305,9.0,2.0
MCNAIRY ,TN,PFFS HCPP HMO,400860.0,54765.0,13.661876964526268,9.0,1.0
MEIGS ,TN,PFFS HMO HCPP,267600.0,12864.0,4.807174887892376,6.0,2.0
MONROE ,TN,PFFS HMO HCPP DEMO PPO,535320.0,95160.0,17.776283344541582,12.0,2.0
MONTGOMERY ,TN,PFFS DEMP HMO HCPP COST,937020.0,311283.0,33.22052891080233,21.0,4.0
MOORE ,TN,HMO PFFS,133890.0,1923.0,1.436253641048622,3.0,0.0
MORGAN ,TN,HCPP HMO PFFS,223200.0,15275.0,6.843637992831542,5.0,2.0
OBION ,TN,HCPP HMO PFFS DEMP,267900.0,40248.0,15.023516237402015,6.0,1.0
OVERTON ,TN,PFFS HCPP HMO DEMC,312620.0,28770.0,9.202866099417824,7.0,1.0
PERRY ,TN,HCPP PFFS HMO,223350.0,8000.0,3.581822252070741,5.0,0.0
PICKETT ,TN,HCPP HMO PFFS,223400.0,4745.0,2.123992837958818,5.0,0.0
POLK ,TN,HMO PFFS,178760.0,14688.0,8.2166032669501,4.0,1.0
PUTNAM ,TN,HCPP PFFS HMO DEMO,402300.0,122004.0,30.32662192393736,9.0,3.0
RHEA ,TN,PFFS HMO HCPP DEMO,312970.0,40922.0,13.075374636546632,7.0,2.0
ROANE ,TN,HCPP PFFS HMO DEMP,491920.0,128887.0,26.200805008944545,11.0,4.0
ROBERTSON ,TN,DEMP HMO HCPP PFFS PSO,447300.0,85370.0,19.08562486027275,10.0,2.0
RUTHERFORD ,TN,DEMP HMO HCPP PPO PFFS DEMO,1029020.0,486197.0,47.24854716137684,23.0,3.0
SCOTT ,TN,HCPP DEMP HMO PFFS DEMC,358000.0,32344.0,9.03463687150838,8.0,3.0
SEQUATCHIE ,TN,PFFS HCPP HMO,268560.0,11808.0,4.396782841823057,6.0,1.0
SEVIER ,TN,HCPP PFFS HMO,716320.0,227360.0,31.740004467277195,16.0,5.0
SHELBY ,TN,HMO HCPP PFFS PPO COST DEMO DEMP,1791200.0,4547560.0,253.88343010272445,40.0,9.0
SMITH ,TN,HMO PFFS DEMP HCPP,179160.0,12336.0,6.885465505693235,4.0,1.0
STEWART ,TN,PFFS HCPP HMO,358400.0,19592.0,5.466517857142858,8.0,1.0
SULLIVAN ,TN,HCPP PFFS HMO DEMP PPO,941010.0,709233.0,75.36933720151751,21.0,5.0
SUMNER ,TN,PFFS DEMP HMO HCPP PSO DEMO,1030860.0,445763.0,43.24185631414547,23.0,3.0
TIPTON ,TN,HMO HCPP PFFS,403470.0,65898.0,16.332812848538925,9.0,1.0
TROUSDALE ,TN,HMO DEMO DEMP PFFS,179360.0,4760.0,2.6538804638715434,4.0,1.0
UNICOI ,TN,PFFS HMO HCPP,269100.0,26232.0,9.74804905239688,6.0,4.0
UNION ,TN,PFFS HMO HCPP DEMP,358880.0,21456.0,5.978600089166295,8.0,3.0
VAN BUREN ,TN,HMO PFFS,89740.0,1584.0,1.7650991753955871,2.0,0.0
WARREN ,TN,PFFS HMO DEMP,269280.0,45786.0,17.00311942959002,6.0,2.0
WASHINGTON ,TN,HCPP PFFS HMO PPO DEMP DEMC,897800.0,441100.0,49.13120962352417,20.0,4.0
WAYNE ,TN,HCPP PFFS HMO,179600.0,11276.0,6.278396436525613,4.0,0.0
WEAKLEY ,TN,HCPP HMO PFFS,269460.0,34548.0,12.82119795145847,6.0,1.0
WHITE ,TN,HCPP HMO PFFS,269520.0,31062.0,11.52493321460374,6.0,0.0
WILLIAMSON ,TN,PFFS DEMP HMO HCPP PSO DEMO COST,1078320.0,373608.0,34.64722902292455,24.0,3.0
WILSON ,TN,PFFS DEMP HMO HCPP PPO,853860.0,228836.0,26.800178015131287,19.0,3.0
ANDERSON ,TX,HCPP HMO PFFS DEMC COST,540000.0,99648.0,18.453333333333333,12.0,1.0
ANDREWS ,TX,DEMC HCPP PFFS,135030.0,5751.0,4.259053543656965,3.0,0.0
ANGELINA ,TX,HMO PFFS DEMC HCPP,540240.0,166848.0,30.88405153265216,12.0,3.0
ARANSAS ,TX,HMO DEMC PPO HCPP PFFS,585390.0,63440.0,10.837219631356874,13.0,1.0
ARCHER ,TX,HCPP PFFS,90080.0,2262.0,2.511101243339254,2.0,0.0
ARMSTRONG ,TX,HMO HCPP,135150.0,1230.0,0.9100998890122086,3.0,0.0
ATASCOSA ,TX,HMO DEMC PPO HCPP PFFS,270360.0,31242.0,11.555703506435863,6.0,3.0
AUSTIN ,TX,HCPP PFFS HMO PSO COST,585910.0,59293.0,10.11981362325272,13.0,2.0
BAILEY ,TX,HCPP,45080.0,1115.0,2.47338065661047,1.0,0.0
BANDERA ,TX,HMO PPO,180360.0,13608.0,7.544910179640718,4.0,1.0
BASTROP ,TX,DEMC PPO COST PFFS HMO PSO HCPP DEMO,811800.0,152064.0,18.73170731707317,18.0,4.0
BAYLOR ,TX,HMO,45110.0,1028.0,2.2788738638882733,1.0,0.0
BEE ,TX,DEMC PFFS HMO,315791.0,26670.0,8.44545918028063,7.0,2.0
BELL ,TX,HMO HCPP COST PFFS DEMO PSO DEMC,992640.0,604802.0,60.928634751773046,22.0,3.0
BEXAR ,TX,HMO DEMC PPO HCPP PFFS COST DEMP DEMO PSO PACE,3068840.0,12788964.0,416.73609572346555,68.0,12.0
BLANCO ,TX,HMO COST,180560.0,10852.0,6.0101905183872395,4.0,0.0
BOSQUE ,TX,HCPP COST HMO PFFS,270960.0,23478.0,8.66474756421612,6.0,2.0
BOWIE ,TX,HCPP PPO HMO DEMO PFFS,542040.0,174912.0,32.26920522470667,12.0,1.0
BRAZORIA ,TX,HMO PSO DEMC HCPP PFFS COST,1039140.0,678063.0,65.2523240371846,23.0,5.0
BRAZOS ,TX,HMO COST PFFS PSO DEMC HCPP,632660.0,188412.0,29.780924983403406,14.0,2.0
BREWSTER ,TX,HMO HCPP COST,135600.0,4431.0,3.2676991150442483,3.0,0.0
BRISCOE ,TX,HCPP,90402.0,782.0,0.8650251100639366,2.0,0.0
BROOKS ,TX,HMO,90420.0,2944.0,3.2559168325591683,2.0,0.0
BROWN ,TX,HCPP PFFS HMO COST,361760.0,59304.0,16.393188854489164,8.0,2.0
BURLESON ,TX,HCPP COST HMO PSO PPO PFFS,452210.0,31580.0,6.983481126025519,10.0,2.0
BURNET ,TX,COST HMO PPO DEMC HCPP PFFS,587886.0,97903.0,16.653398788200434,13.0,1.0
CALDWELL ,TX,PPO HMO PFFS DEMC COST,361784.0,37736.0,10.430533135793734,8.0,1.0
CALHOUN ,TX,PFFS HMO COST,226120.0,16410.0,7.257208561825578,5.0,1.0
CALLAHAN ,TX,PFFS HMO DEMC HCPP,271380.0,15594.0,5.746186159628565,6.0,1.0
CAMERON ,TX,HMO DEMC HCPP PFFS PSO COST,1764360.0,1633749.0,92.5972590627763,39.0,4.0
CAMP ,TX,HCPP PFFS,135750.0,7641.0,5.6287292817679555,3.0,0.0
CARSON ,TX,DEMC HCPP,90502.0,2228.0,2.461824048087335,2.0,0.0
CASS ,TX,PFFS HMO DEMC PSO HCPP,452600.0,66770.0,14.752540874944764,10.0,1.0
CHAMBERS ,TX,PSO HMO DEMC PFFS PPO HCPP,407520.0,21690.0,5.322438162544169,9.0,4.0
CHEROKEE ,TX,PFFS HMO HCPP COST,362248.0,57304.0,15.818996930279807,8.0,1.0
CHILDRESS ,TX,HMO,45290.0,1203.0,2.6562155001103998,1.0,0.0
CLAY ,TX,HMO,45291.0,1522.0,3.3604910467863376,1.0,0.0
COCHRAN ,TX,HCPP,45292.0,572.0,1.2629161882893225,1.0,0.0
COKE ,TX,HCPP PFFS,90600.0,1606.0,1.7726269315673289,2.0,0.0
COLEMAN ,TX,HCPP PFFS DEMO DEMC,226505.0,11265.0,4.973400145692148,5.0,2.0
COLLIN ,TX,HMO DEMC HCPP PFFS COST DEMO PPO PSO,2310810.0,2112114.0,91.40145663209005,51.0,7.0
COLORADO ,TX,PFFS HMO PSO DEMC HCPP,317184.0,27832.0,8.774717514124294,7.0,1.0
COMAL ,TX,HMO DEMC PPO PFFS DEMO PSO HCPP COST,770440.0,268991.0,34.91394527802294,17.0,4.0
COMANCHE ,TX,HMO HCPP COST PFFS,271926.0,17370.0,6.387767260210499,6.0,0.0
CONCHO ,TX,PFFS,45330.0,546.0,1.2045003309066844,1.0,0.0
COOKE ,TX,HCPP PFFS HMO DEMO COST,408060.0,53091.0,13.010586678429641,9.0,2.0
CORYELL ,TX,COST PFFS HMO DEMO PSO HCPP,453410.0,57800.0,12.747844114598267,10.0,1.0
CROCKETT ,TX,PFFS,45361.0,570.0,1.2565860540993365,1.0,0.0
CROSBY ,TX,HMO HCPP,136086.0,3345.0,2.45800449715621,3.0,0.0
CULBERSON ,TX,HMO,90740.0,762.0,0.8397619572404672,2.0,0.0
DALLAM ,TX,HMO HCPP,136140.0,3933.0,2.8889378580872633,3.0,0.0
DALLAS ,TX,HCPP HMO PFFS DEMC PPO COST DEMO PSO,2904960.0,14909568.0,513.2452081956378,64.0,12.0
DAWSON ,TX,HCPP HMO,90782.0,4468.0,4.921680509352075,2.0,0.0
DE WITT ,TX,PSO HMO DEMC COST PFFS,227100.0,17230.0,7.586966094231616,5.0,0.0
DEAF SMITH ,TX,HMO DEMC HCPP,136176.0,7494.0,5.50317236517448,3.0,0.0
DELTA ,TX,HMO PFFS,136200.0,3249.0,2.3854625550660793,3.0,0.0
DENTON ,TX,HMO DEMC HCPP PFFS COST PPO PSO DEMO,2134270.0,1489101.0,69.77097555604492,47.0,8.0
DIMMIT ,TX,PFFS,45430.0,1482.0,3.2621615672463133,1.0,0.0
DONLEY ,TX,HMO HCPP,90862.0,1824.0,2.007439853844291,2.0,0.0
DUVAL ,TX,DEMC HMO,90880.0,4334.0,4.768926056338028,2.0,1.0
EASTLAND ,TX,PFFS HMO HCPP PSO,363600.0,33480.0,9.207920792079207,8.0,1.0
ECTOR ,TX,DEMC PFFS HCPP COST PSO HMO,409059.0,152766.0,37.34571296561132,9.0,2.0
EL PASO ,TX,HMO PFFS PACE DEMC PPO HCPP PSO COST DEMO,2228520.0,4250799.0,190.74538258575197,49.0,10.0
ELLIS ,TX,HMO PFFS DEMC HCPP COST,409230.0,139653.0,34.12579722894216,9.0,3.0
ERATH ,TX,HCPP PFFS HMO COST DEMO,363920.0,41440.0,11.38711804792262,8.0,2.0
FALLS ,TX,COST HMO PFFS,136500.0,8718.0,6.386813186813186,3.0,1.0
FANNIN ,TX,HMO HCPP PFFS,364080.0,48280.0,13.260821797407162,8.0,0.0
FAYETTE ,TX,PFFS HMO PSO HCPP COST,318577.0,37324.0,11.715848915646767,7.0,1.0
FISHER ,TX,HMO HCPP COST PFFS,182080.0,3676.0,2.0188927943760984,4.0,0.0
FLOYD ,TX,HCPP,45521.0,1217.0,2.673491355638057,1.0,0.0
FOARD ,TX,HCPP HMO PFFS,136566.0,1131.0,0.8281709942445412,3.0,0.0
FORT BEND ,TX,HMO PSO DEMC PPO HCPP COST PFFS DEMO DEMP,1866730.0,1113683.0,59.65956512189765,41.0,7.0
FRANKLIN ,TX,PFFS HMO PSO,227655.0,7980.0,3.505304078539896,5.0,1.0
FREESTONE ,TX,PSO HMO HCPP COST,273240.0,18444.0,6.750109793588055,6.0,0.0
FRIO ,TX,PFFS HMO,136623.0,6174.0,4.519004852770031,3.0,1.0
GAINES ,TX,HMO,45542.0,1682.0,3.693294102147468,1.0,0.0
